Nama;NIK;Jenis Kelamin;Alamat;Divisi;Jabatan
Karyawan 10742;1000010742;Laki-laki;Depok;Finance;Director
Karyawan 10743;1000010743;Laki-laki;Jakarta;IT;Director
Karyawan 10744;1000010744;Perempuan;Bekasi;Operations;Manager
Karyawan 10745;1000010745;Perempuan;Tangerang;Operations;Staff
Karyawan 10746;1000010746;Laki-laki;Bekasi;Finance;Director
Karyawan 10747;1000010747;Perempuan;Depok;IT;Manager
Karyawan 10748;1000010748;Perempuan;Bogor;Operations;Senior Manager
Karyawan 10749;1000010749;Laki-laki;Bogor;Finance;Staff
Karyawan 10750;1000010750;Perempuan;Bekasi;Marketing;Senior Manager
Karyawan 10751;1000010751;Laki-laki;Depok;Marketing;Supervisor
Karyawan 10752;1000010752;Laki-laki;Bekasi;HR;Senior Manager
Karyawan 10753;1000010753;Laki-laki;Bekasi;Finance;Staff
Karyawan 10754;1000010754;Laki-laki;Bogor;Finance;Staff
Karyawan 10755;1000010755;Laki-laki;Depok;HR;Supervisor
Karyawan 10756;1000010756;Laki-laki;Jakarta;Operations;Staff
Karyawan 10757;1000010757;Perempuan;Bekasi;Marketing;Director
Karyawan 10758;1000010758;Perempuan;Jakarta;IT;Staff
Karyawan 10759;1000010759;Laki-laki;Bekasi;Marketing;Supervisor
Karyawan 10760;1000010760;Perempuan;Bekasi;Operations;Director
Karyawan 10761;1000010761;Perempuan;Depok;HR;Director
Karyawan 10762;1000010762;Perempuan;Bogor;Operations;Staff
Karyawan 10763;1000010763;Laki-laki;Jakarta;Finance;Manager
Karyawan 10764;1000010764;Perempuan;Bekasi;Finance;Staff
Karyawan 10765;1000010765;Laki-laki;Tangerang;Finance;Senior Manager
Karyawan 10766;1000010766;Perempuan;Tangerang;IT;Senior Manager
Karyawan 10767;1000010767;Laki-laki;Bogor;HR;Supervisor
Karyawan 10768;1000010768;Perempuan;Depok;IT;Director
Karyawan 10769;1000010769;Laki-laki;Bogor;Marketing;Staff
Karyawan 10770;1000010770;Perempuan;Bogor;IT;Manager
Karyawan 10771;1000010771;Laki-laki;Tangerang;Finance;Supervisor
Karyawan 10772;1000010772;Perempuan;Depok;IT;Supervisor
Karyawan 10773;1000010773;Perempuan;Jakarta;Marketing;Director
Karyawan 10774;1000010774;Perempuan;Bogor;HR;Director
Karyawan 10775;1000010775;Laki-laki;Bekasi;IT;Manager
Karyawan 10776;1000010776;Laki-laki;Jakarta;IT;Senior Manager
Karyawan 10777;1000010777;Perempuan;Depok;HR;Senior Manager
Karyawan 10778;1000010778;Laki-laki;Jakarta;HR;Director
Karyawan 10779;1000010779;Laki-laki;Tangerang;Finance;Manager
Karyawan 10780;1000010780;Perempuan;Bogor;Finance;Staff
Karyawan 10781;1000010781;Perempuan;Bogor;HR;Staff
Karyawan 10782;1000010782;Perempuan;Jakarta;Operations;Manager
Karyawan 10783;1000010783;Laki-laki;Jakarta;IT;Director
Karyawan 10784;1000010784;Perempuan;Bekasi;HR;Manager
Karyawan 10785;1000010785;Perempuan;Bogor;Finance;Manager
Karyawan 10786;1000010786;Perempuan;Bekasi;Finance;Manager
Karyawan 10787;1000010787;Perempuan;Depok;HR;Manager
Karyawan 10788;1000010788;Perempuan;Tangerang;Finance;Senior Manager
Karyawan 10789;1000010789;Perempuan;Jakarta;Operations;Staff
Karyawan 10790;1000010790;Laki-laki;Bekasi;Marketing;Staff
Karyawan 10791;1000010791;Laki-laki;Bogor;Finance;Manager
Karyawan 10792;1000010792;Laki-laki;Tangerang;IT;Staff
Karyawan 10793;1000010793;Laki-laki;Depok;HR;Manager
Karyawan 10794;1000010794;Perempuan;Bekasi;HR;Staff
Karyawan 10795;1000010795;Laki-laki;Bogor;Marketing;Supervisor
Karyawan 10796;1000010796;Perempuan;Bogor;Operations;Supervisor
Karyawan 10797;1000010797;Perempuan;Bekasi;IT;Manager
Karyawan 10798;1000010798;Perempuan;Tangerang;Marketing;Supervisor
Karyawan 10799;1000010799;Laki-laki;Bekasi;Operations;Supervisor
Karyawan 10800;1000010800;Perempuan;Jakarta;IT;Senior Manager
Karyawan 10801;1000010801;Laki-laki;Tangerang;Marketing;Supervisor
Karyawan 10802;1000010802;Perempuan;Depok;Marketing;Supervisor
Karyawan 10803;1000010803;Perempuan;Bogor;Marketing;Director
Karyawan 10804;1000010804;Laki-laki;Tangerang;Marketing;Manager
Karyawan 10805;1000010805;Perempuan;Bogor;Finance;Staff
Karyawan 10806;1000010806;Laki-laki;Bekasi;Marketing;Manager
Karyawan 10807;1000010807;Laki-laki;Jakarta;Operations;Staff
Karyawan 10808;1000010808;Perempuan;Depok;Finance;Director
Karyawan 10809;1000010809;Laki-laki;Bekasi;Operations;Senior Manager
Karyawan 10810;1000010810;Perempuan;Bekasi;HR;Senior Manager
Karyawan 10811;1000010811;Laki-laki;Depok;Marketing;Manager
Karyawan 10812;1000010812;Laki-laki;Tangerang;IT;Senior Manager
Karyawan 10813;1000010813;Laki-laki;Bogor;Finance;Director
Karyawan 10814;1000010814;Laki-laki;Jakarta;IT;Senior Manager
Karyawan 10815;1000010815;Laki-laki;Jakarta;IT;Director
Karyawan 10816;1000010816;Perempuan;Depok;Operations;Staff
Karyawan 10817;1000010817;Perempuan;Bogor;Finance;Supervisor
Karyawan 10818;1000010818;Perempuan;Jakarta;IT;Manager
Karyawan 10819;1000010819;Laki-laki;Bogor;Operations;Staff
Karyawan 10820;1000010820;Laki-laki;Bekasi;IT;Senior Manager
Karyawan 10821;1000010821;Laki-laki;Bekasi;HR;Director
Karyawan 10822;1000010822;Laki-laki;Bekasi;Operations;Senior Manager
Karyawan 10823;1000010823;Perempuan;Bekasi;HR;Staff
Karyawan 10824;1000010824;Perempuan;Depok;HR;Manager
Karyawan 10825;1000010825;Laki-laki;Bogor;Operations;Manager
Karyawan 10826;1000010826;Laki-laki;Bogor;HR;Staff
Karyawan 10827;1000010827;Perempuan;Depok;Operations;Director
Karyawan 10828;1000010828;Perempuan;Bekasi;Finance;Supervisor
Karyawan 10829;1000010829;Perempuan;Depok;Finance;Supervisor
Karyawan 10830;1000010830;Laki-laki;Depok;IT;Director
Karyawan 10831;1000010831;Perempuan;Depok;Marketing;Staff
Karyawan 10832;1000010832;Perempuan;Jakarta;Marketing;Director
Karyawan 10833;1000010833;Laki-laki;Tangerang;Operations;Senior Manager
Karyawan 10834;1000010834;Perempuan;Depok;HR;Director
Karyawan 10835;1000010835;Laki-laki;Depok;Finance;Supervisor
Karyawan 10836;1000010836;Perempuan;Bogor;Operations;Staff
Karyawan 10837;1000010837;Laki-laki;Depok;HR;Manager
Karyawan 10838;1000010838;Laki-laki;Depok;HR;Senior Manager
Karyawan 10839;1000010839;Laki-laki;Bogor;Finance;Director
Karyawan 10840;1000010840;Laki-laki;Bogor;IT;Manager
Karyawan 10841;1000010841;Laki-laki;Jakarta;IT;Staff
Karyawan 10842;1000010842;Perempuan;Tangerang;Finance;Senior Manager
Karyawan 10843;1000010843;Perempuan;Depok;HR;Manager
Karyawan 10844;1000010844;Laki-laki;Tangerang;Finance;Staff
Karyawan 10845;1000010845;Perempuan;Tangerang;Finance;Director
Karyawan 10846;1000010846;Perempuan;Bogor;Operations;Supervisor
Karyawan 10847;1000010847;Laki-laki;Bogor;Marketing;Supervisor
Karyawan 10848;1000010848;Laki-laki;Tangerang;IT;Supervisor
Karyawan 10849;1000010849;Perempuan;Bogor;Marketing;Staff
Karyawan 10850;1000010850;Laki-laki;Bekasi;Operations;Senior Manager
Karyawan 10851;1000010851;Perempuan;Bogor;HR;Senior Manager
Karyawan 10852;1000010852;Laki-laki;Jakarta;HR;Supervisor
Karyawan 10853;1000010853;Laki-laki;Depok;IT;Staff
Karyawan 10854;1000010854;Perempuan;Bogor;Operations;Manager
Karyawan 10855;1000010855;Laki-laki;Depok;Operations;Senior Manager
Karyawan 10856;1000010856;Laki-laki;Bekasi;Marketing;Director
Karyawan 10857;1000010857;Perempuan;Bogor;HR;Director
Karyawan 10858;1000010858;Laki-laki;Jakarta;Operations;Supervisor
Karyawan 10859;1000010859;Laki-laki;Bogor;IT;Director
Karyawan 10860;1000010860;Perempuan;Depok;Operations;Director
Karyawan 10861;1000010861;Perempuan;Bogor;Finance;Director
Karyawan 10862;1000010862;Perempuan;Bekasi;Marketing;Senior Manager
Karyawan 10863;1000010863;Perempuan;Bekasi;Operations;Staff
Karyawan 10864;1000010864;Laki-laki;Bekasi;Finance;Staff
Karyawan 10865;1000010865;Perempuan;Bekasi;Marketing;Staff
Karyawan 10866;1000010866;Laki-laki;Depok;IT;Senior Manager
Karyawan 10867;1000010867;Laki-laki;Tangerang;HR;Staff
Karyawan 10868;1000010868;Perempuan;Jakarta;HR;Director
Karyawan 10869;1000010869;Laki-laki;Bogor;HR;Senior Manager
Karyawan 10870;1000010870;Laki-laki;Jakarta;Operations;Staff
Karyawan 10871;1000010871;Laki-laki;Tangerang;IT;Senior Manager
Karyawan 10872;1000010872;Perempuan;Depok;HR;Director
Karyawan 10873;1000010873;Perempuan;Jakarta;HR;Director
Karyawan 10874;1000010874;Laki-laki;Depok;Operations;Director
Karyawan 10875;1000010875;Perempuan;Bekasi;HR;Manager
Karyawan 10876;1000010876;Laki-laki;Bogor;HR;Manager
Karyawan 10877;1000010877;Laki-laki;Tangerang;Finance;Staff
Karyawan 10878;1000010878;Perempuan;Bekasi;Finance;Director
Karyawan 10879;1000010879;Laki-laki;Tangerang;Finance;Director
Karyawan 10880;1000010880;Laki-laki;Depok;HR;Senior Manager
Karyawan 10881;1000010881;Perempuan;Depok;Operations;Supervisor
Karyawan 10882;1000010882;Perempuan;Jakarta;Marketing;Staff
Karyawan 10883;1000010883;Perempuan;Depok;IT;Supervisor
Karyawan 10884;1000010884;Perempuan;Tangerang;Operations;Manager
Karyawan 10885;1000010885;Perempuan;Depok;Marketing;Supervisor
Karyawan 10886;1000010886;Laki-laki;Bogor;HR;Manager
Karyawan 10887;1000010887;Perempuan;Jakarta;IT;Director
Karyawan 10888;1000010888;Perempuan;Bekasi;Finance;Director
Karyawan 10889;1000010889;Perempuan;Tangerang;HR;Manager
Karyawan 10890;1000010890;Laki-laki;Bekasi;IT;Supervisor
Karyawan 10891;1000010891;Laki-laki;Depok;IT;Senior Manager
Karyawan 10892;1000010892;Perempuan;Bekasi;Marketing;Senior Manager
Karyawan 10893;1000010893;Laki-laki;Bekasi;IT;Director
Karyawan 10894;1000010894;Perempuan;Depok;IT;Staff
Karyawan 10895;1000010895;Perempuan;Tangerang;Marketing;Staff
Karyawan 10896;1000010896;Perempuan;Bekasi;HR;Supervisor
Karyawan 10897;1000010897;Laki-laki;Bekasi;HR;Staff
Karyawan 10898;1000010898;Perempuan;Tangerang;Finance;Staff
Karyawan 10899;1000010899;Laki-laki;Depok;Marketing;Senior Manager
Karyawan 10900;1000010900;Laki-laki;Bogor;Operations;Director
Karyawan 10901;1000010901;Laki-laki;Depok;HR;Staff
Karyawan 10902;1000010902;Perempuan;Bogor;Finance;Senior Manager
Karyawan 10903;1000010903;Laki-laki;Jakarta;Marketing;Staff
Karyawan 10904;1000010904;Perempuan;Depok;Operations;Supervisor
Karyawan 10905;1000010905;Perempuan;Bogor;Operations;Director
Karyawan 10906;1000010906;Perempuan;Jakarta;Finance;Supervisor
Karyawan 10907;1000010907;Laki-laki;Tangerang;Operations;Manager
Karyawan 10908;1000010908;Laki-laki;Depok;HR;Staff
Karyawan 10909;1000010909;Perempuan;Tangerang;Marketing;Manager
Karyawan 10910;1000010910;Perempuan;Depok;Finance;Director
Karyawan 10911;1000010911;Perempuan;Bekasi;Marketing;Staff
Karyawan 10912;1000010912;Laki-laki;Depok;IT;Director
Karyawan 10913;1000010913;Laki-laki;Bekasi;Marketing;Senior Manager
Karyawan 10914;1000010914;Laki-laki;Bekasi;Marketing;Manager
Karyawan 10915;1000010915;Perempuan;Bekasi;HR;Senior Manager
Karyawan 10916;1000010916;Perempuan;Tangerang;IT;Director
Karyawan 10917;1000010917;Perempuan;Bekasi;Finance;Senior Manager
Karyawan 10918;1000010918;Perempuan;Jakarta;HR;Supervisor
Karyawan 10919;1000010919;Laki-laki;Jakarta;Finance;Director
Karyawan 10920;1000010920;Laki-laki;Bekasi;Operations;Staff
Karyawan 10921;1000010921;Perempuan;Bekasi;Finance;Senior Manager
Karyawan 10922;1000010922;Perempuan;Jakarta;IT;Supervisor
Karyawan 10923;1000010923;Laki-laki;Bogor;Operations;Staff
Karyawan 10924;1000010924;Perempuan;Depok;Finance;Senior Manager
Karyawan 10925;1000010925;Perempuan;Bogor;IT;Supervisor
Karyawan 10926;1000010926;Perempuan;Bekasi;Finance;Director
Karyawan 10927;1000010927;Perempuan;Depok;HR;Senior Manager
Karyawan 10928;1000010928;Laki-laki;Jakarta;IT;Manager
Karyawan 10929;1000010929;Laki-laki;Depok;Finance;Manager
Karyawan 10930;1000010930;Perempuan;Jakarta;Finance;Senior Manager
Karyawan 10931;1000010931;Perempuan;Bogor;IT;Manager
Karyawan 10932;1000010932;Laki-laki;Tangerang;Finance;Manager
Karyawan 10933;1000010933;Perempuan;Bekasi;IT;Director
Karyawan 10934;1000010934;Perempuan;Depok;IT;Staff
Karyawan 10935;1000010935;Perempuan;Depok;Marketing;Manager
Karyawan 10936;1000010936;Perempuan;Bogor;Operations;Supervisor
Karyawan 10937;1000010937;Laki-laki;Bekasi;HR;Staff
Karyawan 10938;1000010938;Perempuan;Depok;IT;Staff
Karyawan 10939;1000010939;Perempuan;Depok;HR;Director
Karyawan 10940;1000010940;Perempuan;Bekasi;Marketing;Senior Manager
Karyawan 10941;1000010941;Perempuan;Bogor;Operations;Staff
Karyawan 10942;1000010942;Perempuan;Bogor;Finance;Supervisor
Karyawan 10943;1000010943;Laki-laki;Bekasi;Marketing;Senior Manager
Karyawan 10944;1000010944;Laki-laki;Tangerang;HR;Staff
Karyawan 10945;1000010945;Laki-laki;Depok;IT;Senior Manager
Karyawan 10946;1000010946;Laki-laki;Tangerang;Finance;Director
Karyawan 10947;1000010947;Laki-laki;Tangerang;Operations;Manager
Karyawan 10948;1000010948;Laki-laki;Bekasi;Operations;Senior Manager
Karyawan 10949;1000010949;Laki-laki;Bekasi;Finance;Staff
Karyawan 10950;1000010950;Perempuan;Bogor;HR;Staff
Karyawan 10951;1000010951;Laki-laki;Bogor;Finance;Staff
Karyawan 10952;1000010952;Perempuan;Bogor;Finance;Staff
Karyawan 10953;1000010953;Laki-laki;Bogor;HR;Supervisor
Karyawan 10954;1000010954;Laki-laki;Depok;Operations;Manager
Karyawan 10955;1000010955;Perempuan;Jakarta;Operations;Supervisor
Karyawan 10956;1000010956;Perempuan;Bogor;IT;Director
Karyawan 10957;1000010957;Perempuan;Depok;IT;Supervisor
Karyawan 10958;1000010958;Laki-laki;Depok;Marketing;Supervisor
Karyawan 10959;1000010959;Laki-laki;Bekasi;Finance;Staff
Karyawan 10960;1000010960;Laki-laki;Tangerang;HR;Staff
Karyawan 10961;1000010961;Laki-laki;Jakarta;Marketing;Supervisor
Karyawan 10962;1000010962;Perempuan;Bekasi;HR;Staff
Karyawan 10963;1000010963;Laki-laki;Jakarta;HR;Director
Karyawan 10964;1000010964;Perempuan;Depok;IT;Director
Karyawan 10965;1000010965;Perempuan;Tangerang;IT;Director
Karyawan 10966;1000010966;Laki-laki;Tangerang;Operations;Senior Manager
Karyawan 10967;1000010967;Perempuan;Depok;IT;Staff
Karyawan 10968;1000010968;Perempuan;Depok;Marketing;Manager
Karyawan 10969;1000010969;Laki-laki;Bekasi;Marketing;Staff
Karyawan 10970;1000010970;Laki-laki;Bekasi;Operations;Manager
Karyawan 10971;1000010971;Perempuan;Jakarta;IT;Senior Manager
Karyawan 10972;1000010972;Perempuan;Depok;HR;Staff
Karyawan 10973;1000010973;Perempuan;Bekasi;Operations;Supervisor
Karyawan 10974;1000010974;Perempuan;Bogor;HR;Supervisor
Karyawan 10975;1000010975;Perempuan;Tangerang;Marketing;Manager
Karyawan 10976;1000010976;Perempuan;Depok;Marketing;Director
Karyawan 10977;1000010977;Laki-laki;Tangerang;HR;Senior Manager
Karyawan 10978;1000010978;Laki-laki;Depok;Operations;Manager
Karyawan 10979;1000010979;Laki-laki;Depok;Finance;Senior Manager
Karyawan 10980;1000010980;Perempuan;Bekasi;Marketing;Supervisor
Karyawan 10981;1000010981;Laki-laki;Jakarta;Finance;Director
Karyawan 10982;1000010982;Perempuan;Depok;Operations;Staff
Karyawan 10983;1000010983;Perempuan;Bekasi;Finance;Senior Manager
Karyawan 10984;1000010984;Perempuan;Bogor;Finance;Staff
Karyawan 10985;1000010985;Laki-laki;Bogor;Operations;Staff
Karyawan 10986;1000010986;Perempuan;Bekasi;HR;Manager
Karyawan 10987;1000010987;Laki-laki;Depok;HR;Manager
Karyawan 10988;1000010988;Laki-laki;Depok;HR;Supervisor
Karyawan 10989;1000010989;Perempuan;Bekasi;IT;Manager
Karyawan 10990;1000010990;Perempuan;Depok;Marketing;Director
Karyawan 10991;1000010991;Perempuan;Bogor;IT;Manager
Karyawan 10992;1000010992;Perempuan;Tangerang;IT;Senior Manager
Karyawan 10993;1000010993;Perempuan;Tangerang;IT;Supervisor
Karyawan 10994;1000010994;Perempuan;Tangerang;HR;Senior Manager
Karyawan 10995;1000010995;Perempuan;Jakarta;Marketing;Senior Manager
Karyawan 10996;1000010996;Laki-laki;Tangerang;Marketing;Senior Manager
Karyawan 10997;1000010997;Laki-laki;Depok;Marketing;Director
Karyawan 10998;1000010998;Laki-laki;Jakarta;Finance;Manager
Karyawan 10999;1000010999;Laki-laki;Bekasi;IT;Supervisor
Karyawan 11000;1000011000;Perempuan;Jakarta;HR;Staff
Karyawan 11001;1000011001;Perempuan;Jakarta;Operations;Manager
Karyawan 11002;1000011002;Laki-laki;Bogor;Finance;Supervisor
Karyawan 11003;1000011003;Laki-laki;Bekasi;HR;Manager
Karyawan 11004;1000011004;Perempuan;Bogor;Operations;Manager
Karyawan 11005;1000011005;Perempuan;Tangerang;IT;Director
Karyawan 11006;1000011006;Perempuan;Jakarta;IT;Supervisor
Karyawan 11007;1000011007;Laki-laki;Tangerang;IT;Staff
Karyawan 11008;1000011008;Laki-laki;Bekasi;Marketing;Manager
Karyawan 11009;1000011009;Perempuan;Jakarta;Marketing;Senior Manager
Karyawan 11010;1000011010;Perempuan;Jakarta;Marketing;Manager
Karyawan 11011;1000011011;Perempuan;Depok;Operations;Senior Manager
Karyawan 11012;1000011012;Laki-laki;Bogor;IT;Staff
Karyawan 11013;1000011013;Perempuan;Tangerang;Operations;Manager
Karyawan 11014;1000011014;Perempuan;Tangerang;IT;Senior Manager
Karyawan 11015;1000011015;Laki-laki;Bogor;Finance;Director
Karyawan 11016;1000011016;Perempuan;Bekasi;HR;Staff
Karyawan 11017;1000011017;Perempuan;Tangerang;Finance;Staff
Karyawan 11018;1000011018;Laki-laki;Jakarta;IT;Staff
Karyawan 11019;1000011019;Perempuan;Bogor;Operations;Manager
Karyawan 11020;1000011020;Laki-laki;Tangerang;Finance;Manager
Karyawan 11021;1000011021;Perempuan;Bogor;IT;Staff
Karyawan 11022;1000011022;Laki-laki;Bogor;HR;Manager
Karyawan 11023;1000011023;Laki-laki;Bogor;HR;Senior Manager
Karyawan 11024;1000011024;Perempuan;Bekasi;IT;Senior Manager
Karyawan 11025;1000011025;Perempuan;Bekasi;Marketing;Supervisor
Karyawan 11026;1000011026;Laki-laki;Bekasi;Marketing;Senior Manager
Karyawan 11027;1000011027;Laki-laki;Tangerang;IT;Staff
Karyawan 11028;1000011028;Laki-laki;Bekasi;Operations;Supervisor
Karyawan 11029;1000011029;Perempuan;Tangerang;Finance;Staff
Karyawan 11030;1000011030;Perempuan;Bogor;Operations;Director
Karyawan 11031;1000011031;Laki-laki;Jakarta;Finance;Director
Karyawan 11032;1000011032;Laki-laki;Bogor;HR;Senior Manager
Karyawan 11033;1000011033;Laki-laki;Bogor;Marketing;Manager
Karyawan 11034;1000011034;Laki-laki;Tangerang;HR;Staff
Karyawan 11035;1000011035;Laki-laki;Jakarta;Marketing;Senior Manager
Karyawan 11036;1000011036;Perempuan;Tangerang;IT;Manager
Karyawan 11037;1000011037;Laki-laki;Bekasi;IT;Supervisor
Karyawan 11038;1000011038;Laki-laki;Bogor;Marketing;Director
Karyawan 11039;1000011039;Laki-laki;Bekasi;Operations;Director
Karyawan 11040;1000011040;Laki-laki;Bogor;HR;Manager
Karyawan 11041;1000011041;Perempuan;Jakarta;Finance;Director
Karyawan 11042;1000011042;Laki-laki;Tangerang;Marketing;Staff
Karyawan 11043;1000011043;Laki-laki;Tangerang;Finance;Staff
Karyawan 11044;1000011044;Perempuan;Bekasi;IT;Manager
Karyawan 11045;1000011045;Perempuan;Bogor;Finance;Director
Karyawan 11046;1000011046;Perempuan;Depok;IT;Supervisor
Karyawan 11047;1000011047;Perempuan;Depok;Finance;Supervisor
Karyawan 11048;1000011048;Perempuan;Tangerang;HR;Supervisor
Karyawan 11049;1000011049;Perempuan;Bogor;IT;Staff
Karyawan 11050;1000011050;Perempuan;Bogor;Operations;Staff
Karyawan 11051;1000011051;Perempuan;Jakarta;Marketing;Manager
Karyawan 11052;1000011052;Laki-laki;Bogor;Finance;Senior Manager
Karyawan 11053;1000011053;Laki-laki;Bogor;Marketing;Supervisor
Karyawan 11054;1000011054;Laki-laki;Tangerang;HR;Senior Manager
Karyawan 11055;1000011055;Laki-laki;Bogor;Finance;Director
Karyawan 11056;1000011056;Laki-laki;Bogor;Finance;Staff
Karyawan 11057;1000011057;Laki-laki;Depok;Marketing;Supervisor
Karyawan 11058;1000011058;Perempuan;Jakarta;Marketing;Senior Manager
Karyawan 11059;1000011059;Perempuan;Jakarta;IT;Supervisor
Karyawan 11060;1000011060;Perempuan;Bekasi;IT;Staff
Karyawan 11061;1000011061;Laki-laki;Bogor;Finance;Manager
Karyawan 11062;1000011062;Perempuan;Jakarta;Finance;Manager
Karyawan 11063;1000011063;Perempuan;Tangerang;IT;Manager
Karyawan 11064;1000011064;Laki-laki;Tangerang;Marketing;Director
Karyawan 11065;1000011065;Laki-laki;Jakarta;Marketing;Senior Manager
Karyawan 11066;1000011066;Perempuan;Bekasi;IT;Supervisor
Karyawan 11067;1000011067;Laki-laki;Tangerang;Operations;Manager
Karyawan 11068;1000011068;Perempuan;Jakarta;IT;Manager
Karyawan 11069;1000011069;Perempuan;Jakarta;Marketing;Senior Manager
Karyawan 11070;1000011070;Laki-laki;Tangerang;HR;Staff
Karyawan 11071;1000011071;Perempuan;Bogor;HR;Senior Manager
Karyawan 11072;1000011072;Laki-laki;Tangerang;HR;Staff
Karyawan 11073;1000011073;Perempuan;Bekasi;Marketing;Manager
Karyawan 11074;1000011074;Laki-laki;Depok;Finance;Director
Karyawan 11075;1000011075;Perempuan;Bekasi;Finance;Senior Manager
Karyawan 11076;1000011076;Perempuan;Tangerang;Operations;Manager
Karyawan 11077;1000011077;Laki-laki;Bekasi;Operations;Supervisor
Karyawan 11078;1000011078;Perempuan;Bekasi;IT;Supervisor
Karyawan 11079;1000011079;Laki-laki;Tangerang;Operations;Director
Karyawan 11080;1000011080;Laki-laki;Tangerang;IT;Manager
Karyawan 11081;1000011081;Perempuan;Tangerang;HR;Staff
Karyawan 11082;1000011082;Perempuan;Tangerang;Finance;Supervisor
Karyawan 11083;1000011083;Laki-laki;Tangerang;HR;Director
Karyawan 11084;1000011084;Perempuan;Bekasi;Operations;Staff
Karyawan 11085;1000011085;Perempuan;Depok;Finance;Director
Karyawan 11086;1000011086;Perempuan;Jakarta;HR;Staff
Karyawan 11087;1000011087;Laki-laki;Bogor;HR;Director
