No;Nama;NIK;Jenis Kelamin;Alamat;Divisi;Jabatan;
8854;Karyawan 8854;1000008854;Laki-laki;Bogor;HR;Manager;
8855;Karyawan 8855;1000008855;Laki-laki;Tangerang;Finance;Senior Manager;
8856;Karyawan 8856;1000008856;Laki-laki;Tangerang;Operations;Staff;
8857;Karyawan 8857;1000008857;Laki-laki;Tangerang;HR;Supervisor;
8858;Karyawan 8858;1000008858;Laki-laki;Jakarta;Marketing;Staff;
8859;Karyawan 8859;1000008859;Perempuan;Jakarta;Operations;Director;
8860;Karyawan 8860;1000008860;Perempuan;Jakarta;Finance;Senior Manager;
8861;Karyawan 8861;1000008861;Laki-laki;Bekasi;HR;Staff;
8862;Karyawan 8862;1000008862;Laki-laki;Bekasi;IT;Senior Manager;
8863;Karyawan 8863;1000008863;Laki-laki;Tangerang;IT;Director;
8864;Karyawan 8864;1000008864;Laki-laki;Bekasi;Marketing;Manager;
8865;Karyawan 8865;1000008865;Laki-laki;Tangerang;HR;Staff;
8866;Karyawan 8866;1000008866;Perempuan;Bogor;Operations;Manager;
8867;Karyawan 8867;1000008867;Perempuan;Bekasi;Operations;Manager;
8868;Karyawan 8868;1000008868;Perempuan;Bogor;Finance;Manager;
8869;Karyawan 8869;1000008869;Laki-laki;Bogor;IT;Manager;
8870;Karyawan 8870;1000008870;Laki-laki;Depok;Operations;Staff;
8871;Karyawan 8871;1000008871;Laki-laki;Depok;Marketing;Senior Manager;
8872;Karyawan 8872;1000008872;Laki-laki;Tangerang;Finance;Supervisor;
8873;Karyawan 8873;1000008873;Laki-laki;Bekasi;Operations;Senior Manager;
8874;Karyawan 8874;1000008874;Laki-laki;Tangerang;Marketing;Staff;
8875;Karyawan 8875;1000008875;Perempuan;Bogor;Marketing;Director;
8876;Karyawan 8876;1000008876;Perempuan;Tangerang;IT;Supervisor;
8877;Karyawan 8877;1000008877;Perempuan;Jakarta;IT;Staff;
8878;Karyawan 8878;1000008878;Laki-laki;Tangerang;HR;Supervisor;
8879;Karyawan 8879;1000008879;Laki-laki;Depok;Operations;Manager;
8880;Karyawan 8880;1000008880;Perempuan;Tangerang;Operations;Supervisor;
8881;Karyawan 8881;1000008881;Perempuan;Depok;IT;Manager;
8882;Karyawan 8882;1000008882;Laki-laki;Bekasi;HR;Supervisor;
8883;Karyawan 8883;1000008883;Laki-laki;Bekasi;Finance;Director;
8884;Karyawan 8884;1000008884;Perempuan;Jakarta;Operations;Supervisor;
8885;Karyawan 8885;1000008885;Laki-laki;Tangerang;IT;Director;
8886;Karyawan 8886;1000008886;Perempuan;Jakarta;Finance;Supervisor;
8887;Karyawan 8887;1000008887;Laki-laki;Bekasi;Operations;Manager;
8888;Karyawan 8888;1000008888;Perempuan;Bekasi;Finance;Director;
8889;Karyawan 8889;1000008889;Perempuan;Bogor;IT;Director;
8890;Karyawan 8890;1000008890;Laki-laki;Jakarta;Finance;Director;
8891;Karyawan 8891;1000008891;Laki-laki;Depok;Operations;Supervisor;
8892;Karyawan 8892;1000008892;Perempuan;Bogor;Operations;Director;
8893;Karyawan 8893;1000008893;Perempuan;Depok;Marketing;Staff;
8894;Karyawan 8894;1000008894;Perempuan;Tangerang;Finance;Senior Manager;
8895;Karyawan 8895;1000008895;Laki-laki;Jakarta;HR;Staff;
8896;Karyawan 8896;1000008896;Perempuan;Depok;IT;Manager;
8897;Karyawan 8897;1000008897;Perempuan;Depok;IT;Manager;
8898;Karyawan 8898;1000008898;Perempuan;Bogor;Operations;Manager;
8899;Karyawan 8899;1000008899;Perempuan;Bekasi;Marketing;Staff;
8900;Karyawan 8900;1000008900;Laki-laki;Bogor;Finance;Manager;
8901;Karyawan 8901;1000008901;Perempuan;Tangerang;IT;Senior Manager;
8902;Karyawan 8902;1000008902;Perempuan;Jakarta;Marketing;Supervisor;
8903;Karyawan 8903;1000008903;Perempuan;Bogor;Marketing;Staff;
8904;Karyawan 8904;1000008904;Laki-laki;Bogor;Marketing;Manager;
8905;Karyawan 8905;1000008905;Perempuan;Bekasi;IT;Senior Manager;
8906;Karyawan 8906;1000008906;Perempuan;Jakarta;HR;Staff;
8907;Karyawan 8907;1000008907;Laki-laki;Jakarta;IT;Staff;
8908;Karyawan 8908;1000008908;Laki-laki;Bekasi;Operations;Staff;
8909;Karyawan 8909;1000008909;Laki-laki;Bekasi;HR;Senior Manager;
8910;Karyawan 8910;1000008910;Laki-laki;Bogor;Finance;Supervisor;
8911;Karyawan 8911;1000008911;Perempuan;Bogor;Marketing;Manager;
8912;Karyawan 8912;1000008912;Perempuan;Bogor;Finance;Senior Manager;
8913;Karyawan 8913;1000008913;Laki-laki;Tangerang;Finance;Senior Manager;
8914;Karyawan 8914;1000008914;Laki-laki;Tangerang;Operations;Staff;
8915;Karyawan 8915;1000008915;Laki-laki;Bekasi;Operations;Director;
8916;Karyawan 8916;1000008916;Perempuan;Tangerang;IT;Supervisor;
8917;Karyawan 8917;1000008917;Perempuan;Bogor;Marketing;Senior Manager;
8918;Karyawan 8918;1000008918;Perempuan;Bogor;Finance;Senior Manager;
8919;Karyawan 8919;1000008919;Perempuan;Bekasi;Finance;Senior Manager;
8920;Karyawan 8920;1000008920;Perempuan;Bogor;HR;Supervisor;
8921;Karyawan 8921;1000008921;Laki-laki;Bekasi;HR;Director;
8922;Karyawan 8922;1000008922;Perempuan;Bogor;Finance;Senior Manager;
8923;Karyawan 8923;1000008923;Laki-laki;Bekasi;Finance;Director;
8924;Karyawan 8924;1000008924;Laki-laki;Depok;Operations;Senior Manager;
8925;Karyawan 8925;1000008925;Laki-laki;Jakarta;HR;Supervisor;
8926;Karyawan 8926;1000008926;Laki-laki;Bekasi;Finance;Supervisor;
8927;Karyawan 8927;1000008927;Laki-laki;Jakarta;HR;Manager;
8928;Karyawan 8928;1000008928;Perempuan;Tangerang;IT;Senior Manager;
8929;Karyawan 8929;1000008929;Laki-laki;Depok;Finance;Manager;
8930;Karyawan 8930;1000008930;Perempuan;Tangerang;IT;Staff;
8931;Karyawan 8931;1000008931;Perempuan;Bogor;Marketing;Manager;
8932;Karyawan 8932;1000008932;Laki-laki;Bogor;Marketing;Director;
8933;Karyawan 8933;1000008933;Laki-laki;Depok;Operations;Staff;
8934;Karyawan 8934;1000008934;Perempuan;Bogor;Marketing;Manager;
8935;Karyawan 8935;1000008935;Laki-laki;Bekasi;Marketing;Staff;
8936;Karyawan 8936;1000008936;Laki-laki;Tangerang;Marketing;Manager;
8937;Karyawan 8937;1000008937;Laki-laki;Bekasi;Marketing;Staff;
8938;Karyawan 8938;1000008938;Perempuan;Bekasi;Finance;Senior Manager;
8939;Karyawan 8939;1000008939;Perempuan;Bogor;IT;Staff;
8940;Karyawan 8940;1000008940;Perempuan;Tangerang;HR;Manager;
8941;Karyawan 8941;1000008941;Laki-laki;Bekasi;HR;Supervisor;
8942;Karyawan 8942;1000008942;Laki-laki;Depok;HR;Manager;
8943;Karyawan 8943;1000008943;Perempuan;Tangerang;Marketing;Director;
8944;Karyawan 8944;1000008944;Laki-laki;Tangerang;Operations;Staff;
8945;Karyawan 8945;1000008945;Laki-laki;Tangerang;Finance;Manager;
8946;Karyawan 8946;1000008946;Laki-laki;Bogor;Finance;Staff;
8947;Karyawan 8947;1000008947;Perempuan;Jakarta;Marketing;Director;
8948;Karyawan 8948;1000008948;Laki-laki;Depok;HR;Director;
8949;Karyawan 8949;1000008949;Laki-laki;Bogor;Operations;Senior Manager;
8950;Karyawan 8950;1000008950;Perempuan;Jakarta;Marketing;Supervisor;
8951;Karyawan 8951;1000008951;Laki-laki;Bogor;HR;Senior Manager;
8952;Karyawan 8952;1000008952;Perempuan;Depok;Finance;Manager;
8953;Karyawan 8953;1000008953;Perempuan;Jakarta;Finance;Staff;
8954;Karyawan 8954;1000008954;Laki-laki;Bekasi;IT;Director;
8955;Karyawan 8955;1000008955;Laki-laki;Jakarta;Marketing;Director;
8956;Karyawan 8956;1000008956;Laki-laki;Bekasi;IT;Manager;
8957;Karyawan 8957;1000008957;Laki-laki;Bekasi;HR;Director;
8958;Karyawan 8958;1000008958;Perempuan;Tangerang;Finance;Senior Manager;
8959;Karyawan 8959;1000008959;Perempuan;Bogor;Operations;Manager;
8960;Karyawan 8960;1000008960;Perempuan;Jakarta;Marketing;Director;
8961;Karyawan 8961;1000008961;Perempuan;Tangerang;IT;Supervisor;
8962;Karyawan 8962;1000008962;Perempuan;Jakarta;Finance;Director;
8963;Karyawan 8963;1000008963;Perempuan;Bekasi;Operations;Director;
8964;Karyawan 8964;1000008964;Perempuan;Jakarta;IT;Senior Manager;
8965;Karyawan 8965;1000008965;Laki-laki;Bogor;Operations;Supervisor;
8966;Karyawan 8966;1000008966;Laki-laki;Bekasi;Finance;Staff;
8967;Karyawan 8967;1000008967;Perempuan;Jakarta;IT;Director;
8968;Karyawan 8968;1000008968;Laki-laki;Bekasi;Finance;Supervisor;
8969;Karyawan 8969;1000008969;Perempuan;Depok;IT;Senior Manager;
8970;Karyawan 8970;1000008970;Perempuan;Bogor;Marketing;Supervisor;
8971;Karyawan 8971;1000008971;Perempuan;Bekasi;IT;Supervisor;
8972;Karyawan 8972;1000008972;Laki-laki;Tangerang;IT;Staff;
8973;Karyawan 8973;1000008973;Laki-laki;Bogor;Finance;Manager;
8974;Karyawan 8974;1000008974;Perempuan;Tangerang;Marketing;Director;
8975;Karyawan 8975;1000008975;Laki-laki;Depok;Operations;Staff;
8976;Karyawan 8976;1000008976;Perempuan;Tangerang;IT;Director;
8977;Karyawan 8977;1000008977;Laki-laki;Depok;Operations;Director;
8978;Karyawan 8978;1000008978;Perempuan;Bekasi;Finance;Director;
8979;Karyawan 8979;1000008979;Perempuan;Bekasi;Marketing;Senior Manager;
8980;Karyawan 8980;1000008980;Perempuan;Bekasi;IT;Senior Manager;
8981;Karyawan 8981;1000008981;Perempuan;Tangerang;Finance;Supervisor;
8982;Karyawan 8982;1000008982;Perempuan;Bogor;Operations;Manager;
8983;Karyawan 8983;1000008983;Perempuan;Jakarta;HR;Director;
8984;Karyawan 8984;1000008984;Perempuan;Depok;Finance;Supervisor;
8985;Karyawan 8985;1000008985;Laki-laki;Jakarta;Operations;Manager;
8986;Karyawan 8986;1000008986;Laki-laki;Jakarta;Marketing;Manager;
8987;Karyawan 8987;1000008987;Perempuan;Bekasi;Marketing;Supervisor;
8988;Karyawan 8988;1000008988;Laki-laki;Bogor;Operations;Manager;
8989;Karyawan 8989;1000008989;Laki-laki;Bogor;Marketing;Manager;
8990;Karyawan 8990;1000008990;Perempuan;Bogor;Marketing;Director;
8991;Karyawan 8991;1000008991;Laki-laki;Bogor;Marketing;Manager;
8992;Karyawan 8992;1000008992;Laki-laki;Depok;Marketing;Director;
8993;Karyawan 8993;1000008993;Perempuan;Bekasi;Finance;Staff;
8994;Karyawan 8994;1000008994;Perempuan;Bekasi;Operations;Manager;
8995;Karyawan 8995;1000008995;Laki-laki;Depok;Finance;Manager;
8996;Karyawan 8996;1000008996;Perempuan;Jakarta;IT;Senior Manager;
8997;Karyawan 8997;1000008997;Laki-laki;Depok;IT;Director;
8998;Karyawan 8998;1000008998;Perempuan;Jakarta;Finance;Senior Manager;
8999;Karyawan 8999;1000008999;Perempuan;Bogor;Operations;Staff;
9000;Karyawan 9000;1000009000;Perempuan;Depok;Operations;Senior Manager;
9001;Karyawan 9001;1000009001;Perempuan;Bekasi;Finance;Staff;
9002;Karyawan 9002;1000009002;Laki-laki;Jakarta;HR;Staff;
9003;Karyawan 9003;1000009003;Laki-laki;Tangerang;Marketing;Manager;
9004;Karyawan 9004;1000009004;Perempuan;Tangerang;IT;Staff;
9005;Karyawan 9005;1000009005;Perempuan;Bekasi;Operations;Staff;
9006;Karyawan 9006;1000009006;Laki-laki;Depok;HR;Staff;
9007;Karyawan 9007;1000009007;Laki-laki;Bekasi;IT;Senior Manager;
9008;Karyawan 9008;1000009008;Laki-laki;Jakarta;Marketing;Director;
9009;Karyawan 9009;1000009009;Perempuan;Depok;HR;Manager;
9010;Karyawan 9010;1000009010;Perempuan;Tangerang;IT;Staff;
9011;Karyawan 9011;1000009011;Perempuan;Bogor;IT;Director;
9012;Karyawan 9012;1000009012;Perempuan;Tangerang;IT;Staff;
9013;Karyawan 9013;1000009013;Laki-laki;Jakarta;Marketing;Staff;
9014;Karyawan 9014;1000009014;Laki-laki;Bogor;Marketing;Supervisor;
9015;Karyawan 9015;1000009015;Laki-laki;Bekasi;IT;Director;
9016;Karyawan 9016;1000009016;Laki-laki;Bogor;Finance;Senior Manager;
9017;Karyawan 9017;1000009017;Laki-laki;Depok;IT;Supervisor;
9018;Karyawan 9018;1000009018;Perempuan;Jakarta;IT;Director;
9019;Karyawan 9019;1000009019;Perempuan;Bogor;Operations;Manager;
9020;Karyawan 9020;1000009020;Perempuan;Jakarta;Operations;Supervisor;
9021;Karyawan 9021;1000009021;Perempuan;Tangerang;IT;Supervisor;
9022;Karyawan 9022;1000009022;Laki-laki;Tangerang;IT;Director;
9023;Karyawan 9023;1000009023;Laki-laki;Jakarta;IT;Manager;
9024;Karyawan 9024;1000009024;Laki-laki;Depok;HR;Supervisor;
9025;Karyawan 9025;1000009025;Laki-laki;Jakarta;Operations;Senior Manager;
9026;Karyawan 9026;1000009026;Laki-laki;Tangerang;IT;Senior Manager;
9027;Karyawan 9027;1000009027;Perempuan;Depok;Finance;Senior Manager;
9028;Karyawan 9028;1000009028;Perempuan;Bogor;IT;Supervisor;
9029;Karyawan 9029;1000009029;Perempuan;Depok;Operations;Director;
9030;Karyawan 9030;1000009030;Perempuan;Bekasi;IT;Supervisor;
9031;Karyawan 9031;1000009031;Laki-laki;Tangerang;Operations;Staff;
9032;Karyawan 9032;1000009032;Laki-laki;Jakarta;Marketing;Staff;
9033;Karyawan 9033;1000009033;Perempuan;Tangerang;HR;Staff;
9034;Karyawan 9034;1000009034;Laki-laki;Bogor;Operations;Staff;
9035;Karyawan 9035;1000009035;Laki-laki;Depok;Marketing;Senior Manager;
9036;Karyawan 9036;1000009036;Perempuan;Bogor;HR;Director;
9037;Karyawan 9037;1000009037;Perempuan;Tangerang;HR;Manager;
9038;Karyawan 9038;1000009038;Laki-laki;Jakarta;IT;Staff;
9039;Karyawan 9039;1000009039;Laki-laki;Jakarta;Finance;Manager;
9040;Karyawan 9040;1000009040;Perempuan;Bekasi;Marketing;Senior Manager;
9041;Karyawan 9041;1000009041;Laki-laki;Bekasi;Finance;Senior Manager;
9042;Karyawan 9042;1000009042;Laki-laki;Bekasi;IT;Senior Manager;
9043;Karyawan 9043;1000009043;Laki-laki;Tangerang;IT;Staff;
9044;Karyawan 9044;1000009044;Perempuan;Bogor;Operations;Senior Manager;
9045;Karyawan 9045;1000009045;Laki-laki;Bogor;Operations;Manager;
9046;Karyawan 9046;1000009046;Perempuan;Bogor;IT;Supervisor;
9047;Karyawan 9047;1000009047;Perempuan;Tangerang;Marketing;Supervisor;
9048;Karyawan 9048;1000009048;Perempuan;Tangerang;HR;Supervisor;
9049;Karyawan 9049;1000009049;Laki-laki;Jakarta;IT;Senior Manager;
9050;Karyawan 9050;1000009050;Laki-laki;Tangerang;HR;Director;
9051;Karyawan 9051;1000009051;Laki-laki;Bekasi;Operations;Supervisor;
9052;Karyawan 9052;1000009052;Perempuan;Bekasi;Finance;Senior Manager;
9053;Karyawan 9053;1000009053;Laki-laki;Jakarta;Finance;Director;
9054;Karyawan 9054;1000009054;Perempuan;Tangerang;Marketing;Staff;
9055;Karyawan 9055;1000009055;Perempuan;Depok;Marketing;Manager;
9056;Karyawan 9056;1000009056;Perempuan;Depok;HR;Senior Manager;
9057;Karyawan 9057;1000009057;Perempuan;Bogor;IT;Supervisor;
9058;Karyawan 9058;1000009058;Perempuan;Bogor;Finance;Senior Manager;
9059;Karyawan 9059;1000009059;Perempuan;Jakarta;Marketing;Director;
9060;Karyawan 9060;1000009060;Laki-laki;Bogor;Operations;Director;
9061;Karyawan 9061;1000009061;Perempuan;Tangerang;Operations;Director;
9062;Karyawan 9062;1000009062;Laki-laki;Bekasi;Finance;Staff;
9063;Karyawan 9063;1000009063;Laki-laki;Depok;HR;Senior Manager;
9064;Karyawan 9064;1000009064;Laki-laki;Jakarta;HR;Manager;
9065;Karyawan 9065;1000009065;Perempuan;Jakarta;Marketing;Supervisor;
9066;Karyawan 9066;1000009066;Laki-laki;Tangerang;IT;Director;
9067;Karyawan 9067;1000009067;Perempuan;Jakarta;Operations;Director;
9068;Karyawan 9068;1000009068;Laki-laki;Depok;HR;Supervisor;
9069;Karyawan 9069;1000009069;Perempuan;Bogor;Marketing;Supervisor;
9070;Karyawan 9070;1000009070;Laki-laki;Depok;Finance;Senior Manager;
9071;Karyawan 9071;1000009071;Laki-laki;Bogor;Marketing;Supervisor;
9072;Karyawan 9072;1000009072;Perempuan;Bogor;IT;Manager;
9073;Karyawan 9073;1000009073;Perempuan;Bekasi;HR;Director;
9074;Karyawan 9074;1000009074;Laki-laki;Tangerang;IT;Staff;
9075;Karyawan 9075;1000009075;Laki-laki;Tangerang;IT;Director;
9076;Karyawan 9076;1000009076;Laki-laki;Tangerang;HR;Manager;
9077;Karyawan 9077;1000009077;Laki-laki;Bekasi;HR;Director;
9078;Karyawan 9078;1000009078;Perempuan;Bekasi;Finance;Director;
9079;Karyawan 9079;1000009079;Laki-laki;Bogor;Finance;Senior Manager;
9080;Karyawan 9080;1000009080;Laki-laki;Bogor;IT;Supervisor;
9081;Karyawan 9081;1000009081;Perempuan;Bekasi;HR;Staff;
9082;Karyawan 9082;1000009082;Laki-laki;Depok;IT;Staff;
9083;Karyawan 9083;1000009083;Laki-laki;Tangerang;IT;Senior Manager;
9084;Karyawan 9084;1000009084;Perempuan;Bogor;Operations;Senior Manager;
9085;Karyawan 9085;1000009085;Laki-laki;Depok;Marketing;Staff;
9086;Karyawan 9086;1000009086;Laki-laki;Depok;IT;Director;
9087;Karyawan 9087;1000009087;Laki-laki;Tangerang;Operations;Staff;
9088;Karyawan 9088;1000009088;Laki-laki;Tangerang;HR;Staff;
9089;Karyawan 9089;1000009089;Perempuan;Bogor;IT;Supervisor;
9090;Karyawan 9090;1000009090;Laki-laki;Tangerang;IT;Senior Manager;
9091;Karyawan 9091;1000009091;Laki-laki;Jakarta;HR;Staff;
9092;Karyawan 9092;1000009092;Perempuan;Tangerang;Marketing;Director;
9093;Karyawan 9093;1000009093;Perempuan;Depok;HR;Director;
9094;Karyawan 9094;1000009094;Laki-laki;Bekasi;HR;Manager;
9095;Karyawan 9095;1000009095;Laki-laki;Tangerang;Operations;Senior Manager;
9096;Karyawan 9096;1000009096;Perempuan;Bogor;IT;Manager;
9097;Karyawan 9097;1000009097;Perempuan;Jakarta;Operations;Supervisor;
9098;Karyawan 9098;1000009098;Laki-laki;Bekasi;IT;Staff;
9099;Karyawan 9099;1000009099;Perempuan;Jakarta;Marketing;Staff;
9100;Karyawan 9100;1000009100;Perempuan;Bogor;HR;Director;
9101;Karyawan 9101;1000009101;Laki-laki;Bogor;Marketing;Director;
9102;Karyawan 9102;1000009102;Laki-laki;Bogor;Marketing;Director;
9103;Karyawan 9103;1000009103;Laki-laki;Tangerang;HR;Staff;
9104;Karyawan 9104;1000009104;Perempuan;Jakarta;Operations;Supervisor;
9105;Karyawan 9105;1000009105;Perempuan;Bekasi;IT;Director;
9106;Karyawan 9106;1000009106;Perempuan;Bogor;Finance;Manager;
9107;Karyawan 9107;1000009107;Perempuan;Tangerang;HR;Director;
9108;Karyawan 9108;1000009108;Laki-laki;Bogor;IT;Senior Manager;
9109;Karyawan 9109;1000009109;Laki-laki;Tangerang;IT;Senior Manager;
9110;Karyawan 9110;1000009110;Perempuan;Bogor;Marketing;Staff;
9111;Karyawan 9111;1000009111;Laki-laki;Bogor;HR;Director;
9112;Karyawan 9112;1000009112;Laki-laki;Jakarta;Operations;Director;
9113;Karyawan 9113;1000009113;Perempuan;Bekasi;Operations;Supervisor;
9114;Karyawan 9114;1000009114;Perempuan;Bekasi;HR;Staff;
9115;Karyawan 9115;1000009115;Laki-laki;Bekasi;HR;Supervisor;
9116;Karyawan 9116;1000009116;Perempuan;Bekasi;HR;Supervisor;
9117;Karyawan 9117;1000009117;Perempuan;Tangerang;Operations;Senior Manager;
9118;Karyawan 9118;1000009118;Laki-laki;Depok;IT;Staff;
9119;Karyawan 9119;1000009119;Perempuan;Jakarta;HR;Staff;
9120;Karyawan 9120;1000009120;Laki-laki;Tangerang;Marketing;Staff;
9121;Karyawan 9121;1000009121;Perempuan;Bekasi;HR;Director;
9122;Karyawan 9122;1000009122;Perempuan;Jakarta;Operations;Supervisor;
9123;Karyawan 9123;1000009123;Perempuan;Tangerang;HR;Senior Manager;
9124;Karyawan 9124;1000009124;Perempuan;Tangerang;Marketing;Manager;
9125;Karyawan 9125;1000009125;Perempuan;Jakarta;Finance;Senior Manager;
9126;Karyawan 9126;1000009126;Perempuan;Bogor;HR;Director;
9127;Karyawan 9127;1000009127;Perempuan;Bekasi;HR;Manager;
9128;Karyawan 9128;1000009128;Laki-laki;Bekasi;Operations;Staff;
9129;Karyawan 9129;1000009129;Perempuan;Tangerang;Operations;Supervisor;
9130;Karyawan 9130;1000009130;Perempuan;Jakarta;HR;Supervisor;
9131;Karyawan 9131;1000009131;Perempuan;Tangerang;IT;Director;
9132;Karyawan 9132;1000009132;Perempuan;Bekasi;IT;Manager;
9133;Karyawan 9133;1000009133;Perempuan;Bekasi;Operations;Director;
9134;Karyawan 9134;1000009134;Perempuan;Jakarta;Marketing;Manager;
9135;Karyawan 9135;1000009135;Perempuan;Bekasi;HR;Staff;
9136;Karyawan 9136;1000009136;Laki-laki;Jakarta;IT;Manager;
9137;Karyawan 9137;1000009137;Perempuan;Bogor;IT;Staff;
9138;Karyawan 9138;1000009138;Perempuan;Jakarta;Operations;Senior Manager;
9139;Karyawan 9139;1000009139;Perempuan;Bekasi;Operations;Director;
9140;Karyawan 9140;1000009140;Laki-laki;Bekasi;Marketing;Staff;
9141;Karyawan 9141;1000009141;Laki-laki;Jakarta;HR;Senior Manager;
9142;Karyawan 9142;1000009142;Laki-laki;Bogor;IT;Manager;
9143;Karyawan 9143;1000009143;Perempuan;Depok;HR;Manager;
9144;Karyawan 9144;1000009144;Perempuan;Jakarta;Operations;Senior Manager;
9145;Karyawan 9145;1000009145;Laki-laki;Bekasi;Operations;Senior Manager;
9146;Karyawan 9146;1000009146;Perempuan;Tangerang;HR;Manager;
9147;Karyawan 9147;1000009147;Laki-laki;Bekasi;Operations;Director;
9148;Karyawan 9148;1000009148;Laki-laki;Bogor;Operations;Senior Manager;
9149;Karyawan 9149;1000009149;Laki-laki;Jakarta;HR;Staff;
9150;Karyawan 9150;1000009150;Perempuan;Bogor;HR;Manager;
9151;Karyawan 9151;1000009151;Laki-laki;Depok;Operations;Supervisor;
9152;Karyawan 9152;1000009152;Perempuan;Depok;HR;Supervisor;
9153;Karyawan 9153;1000009153;Laki-laki;Bogor;HR;Supervisor;
9154;Karyawan 9154;1000009154;Laki-laki;Depok;Operations;Supervisor;
9155;Karyawan 9155;1000009155;Perempuan;Bekasi;Marketing;Manager;
9156;Karyawan 9156;1000009156;Perempuan;Bogor;IT;Senior Manager;
9157;Karyawan 9157;1000009157;Perempuan;Bekasi;Operations;Supervisor;
9158;Karyawan 9158;1000009158;Laki-laki;Bogor;HR;Manager;
9159;Karyawan 9159;1000009159;Laki-laki;Jakarta;Operations;Supervisor;
9160;Karyawan 9160;1000009160;Laki-laki;Jakarta;IT;Staff;
9161;Karyawan 9161;1000009161;Laki-laki;Tangerang;Finance;Manager;
9162;Karyawan 9162;1000009162;Laki-laki;Depok;Marketing;Supervisor;
9163;Karyawan 9163;1000009163;Laki-laki;Bekasi;HR;Manager;
9164;Karyawan 9164;1000009164;Perempuan;Bogor;Finance;Supervisor;
9165;Karyawan 9165;1000009165;Laki-laki;Bekasi;Marketing;Senior Manager;
9166;Karyawan 9166;1000009166;Perempuan;Tangerang;Marketing;Manager;
9167;Karyawan 9167;1000009167;Laki-laki;Bogor;IT;Senior Manager;
9168;Karyawan 9168;1000009168;Laki-laki;Tangerang;Marketing;Senior Manager;
9169;Karyawan 9169;1000009169;Perempuan;Tangerang;IT;Director;
9170;Karyawan 9170;1000009170;Perempuan;Depok;HR;Manager;
9171;Karyawan 9171;1000009171;Perempuan;Bogor;Marketing;Supervisor;
9172;Karyawan 9172;1000009172;Laki-laki;Bogor;Finance;Senior Manager;
9173;Karyawan 9173;1000009173;Perempuan;Jakarta;Operations;Manager;
9174;Karyawan 9174;1000009174;Laki-laki;Bogor;IT;Director;
9175;Karyawan 9175;1000009175;Perempuan;Jakarta;Operations;Senior Manager;
9176;Karyawan 9176;1000009176;Laki-laki;Tangerang;HR;Director;
9177;Karyawan 9177;1000009177;Perempuan;Jakarta;Operations;Senior Manager;
9178;Karyawan 9178;1000009178;Perempuan;Bekasi;Marketing;Director;
9179;Karyawan 9179;1000009179;Laki-laki;Jakarta;Marketing;Supervisor;
9180;Karyawan 9180;1000009180;Perempuan;Jakarta;IT;Director;
9181;Karyawan 9181;1000009181;Laki-laki;Tangerang;IT;Manager;
9182;Karyawan 9182;1000009182;Laki-laki;Bekasi;Operations;Director;
